Name,Phone number,Address,Website
Dr Gad Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,054 383 5666,"Tower, 2806, Iris Bay - Happiness St - Business Bay - Dubai",https://doctorgad.com/
Bourgeois ClinicWebsiteDirections           Saved (0) Saved Save     ,04 385 3383,"Sheikh zayed Rd, Exit 41 ALthanya St 1st floor office No5, Indigo sky building - Dubai",http://www.bourgeoisclinic.com/
"Al Ula Clinic Best Dental Clinic in Dubai karama, Dentist near me Veneers, Rct, Invisalign Clear AlignerBest Dental Clinic LLC - Karama Dubai, Teeth Whitening, Tooth Filling, Dentist Braces, DentureDirections           Saved (0) Saved Save     ",04 396 7828,Zabeel Road - Al Karama - Dubai,#
Luminance Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 557 8998,"Al Rawabi Residence, Shop No. 5, International City Phase(2), Manama St - Dubai",http://www.luminancedental.com/
GYA dental centerWebsiteDirections           Saved (0) Saved Save     ,04 228 4631,King Salman Bin Abdulaziz Al Saud St - Al SufouhAl Sufouh 2 - Dubai,https://www.gyadentalcenter.com/
Scandinavian Dental Clinic - العيادة الاسكندنافيةWebsiteDirections           Saved (0) Saved Save     ,04 349 3202,Scandinavian dental clinic - 1 39 B St - JumeirahJumeirah 1 - Dubai,http://www.scandinaviandentalclinic.com/
Dental Studio - Jumeirah Beach RoadWebsiteDirections           Saved (0) Saved Save     ,04 395 2524,"Villa 469B, Jumeirah Beach Road - Dubai",https://www.thedentalstudio.ae/
Dr. Marat AzizovWebsiteDirections           Saved (0) Saved Save     ,04 363 5367,"Dubai Healthcare City Al Razi Building No. 64 Block C, 2nd Floor, Room 2017 - Dubai",http://www.germandentaloasis.com/
Al Saha Dental Clinic,06 568 4322,Al GharbAl Shuwaihean - Sharjah,#
Crystal White Specialty Dental Clinic,04 552 0059,"Detroit House, Office 403, Detroit Road، Motor City - Dubai",http://crystalwhitedental.com/
Dr.MANJULAS DENTAL CLINICWebsiteDirections           Saved (0) Saved Save     ,050 598 8174,"Flat no 206, Nahda building, 7 A Street, Nahda - Dubai",https://www.drmanjula.ae/
Dubai Smile Dental Clinic - Al Ain Br ابتسامة دبي فرع العين,03 763 4445,"Villa No.135, Behind Jimi Mall - Hamdan Bin Mohammad St - أبو ظبي",http://www.dubaismile.com/branches/al-ain/
Aspetar Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,02 551 1219,stepping stone nursery - 26th Street Near adnoc station adjacent to - Abu Dhabi,http://www.aspetardentalclinic.com/
American Excellence Medical & Dental Center,02 658 2228,"Al khaleej al arabi 9th, Abu Dhabi, United Arab Emirates - Abu Dhabi",http://www.aemdc.com/
Dr. Rafih Khoury Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,04 398 2000,"#232,2nd floor,Matloob Building,Sheikh Zayed Road, - Dubai",http://drrafihkhoury.com/
All Smiles Dental Spa DubaiWebsite           Saved (0) Saved Save     ,056 237 5568,"All Smiles Dental Spa, Al Barsha Mall, F - 32, 1st Floor, Barsha 2 - Dubai",http://allsmilesdentspa.com/
Dental emergency 24/7 at Northwest ClinicWebsiteDirections           Saved (0) Saved Save     ,056 665 6889,Villa 935 Al Wasl Rd - Al Manara - Dubai,http://www.northwestclinic.ae/
"Drs. Nicolas & Asp - Springs Souk Center,Dental & MedicalWebsiteDirections           Saved (0) Saved Save     ",04 557 2949,"Floor 1, Springs Souk - Al Afnan St - Dubai",http://www.nicolasandasp.com/
Dr. Aburas Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 395 2131,"Villa #833A, Al Wasl Rd, Umm Suqeim 1 - Dubai",http://www.aburas.ae/
Advanced American Dental CenterWebsiteDirections           Saved (0) Saved Save     ,02 681 2921,Near American Community School - مِليح - Abu Dhabi,http://www.americandentalclinic.com/
Vision Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,052 999 2283,Khalifa Street Beside Al Noor Hospital Al Ansari Exchange Building Office:1302 - Abu Dhabi,https://www.visiondentalclinic.com/
Tower ClinicWebsiteDirections           Saved (0) Saved Save     ,04 362 2939,27 D 104 - Umm Hurair 2Dubai Healthcare City - Dubai,http://www.towerclinic.com/
Dubai Hollywood Smiles (Previously Charly PolyClinic)Directions           Saved (0) Saved Save     ,050 213 9191,Emirates Hospital,#
Oxford Medical Center Dubai UAEWebsiteDirections           Saved (0) Saved Save     ,04 351 1164,"Suite 603, 6th Floor, Al Rais Building, Mankhool Rd, Post Box 43210, Dubai - UAE - Dubai",https://oxfordmedicalcenterdubaiuae.godaddysites.com/
GMCClinics - Jumeirah DentalWebsiteDirections           Saved (0) Saved Save     ,04 344 9150,Jumeirah Beach Road - JumeirahJumeirah 1 - Dubai,http://www.gmcclinics.com/
"Avance Dental - Best Dentists in Al Rigga, Dubai - Dental Care, Teeth Whitening, Braces, RemovalWebsiteDirections           Saved (0) Saved Save     ",04 266 6022,"901, Block A, Centurion Star Tower Same building of DAMPA Restaurant, Behind Day to Day Centre Exit 2 - Deira City Centre Metro Station, Deira - Dubai",http://www.avancedental.net/
Liberty Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,04 395 5009,"Villa No. 474, Jumeirah Beach Road - Dubai",http://www.libertydentalclinic.ae/
Smile Spa Dental Clinic,04 236 2337,"#105,Corner City Building,Al Rebat Street,Nadd Al Hamar - Dubai",http://www.smilespadubai.ae/
Whitefield Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,02 681 3101,"Villa 634, 12th Street, Manaseer",http://whitefield-dentalclinic.com/
Boston Dental CenterWebsiteDirections           Saved (0) Saved Save     ,02 666 7070,"Al Falah St, Mubarak Bin Mohammed St, Behind Khalidiyah Mall",http://www.bostondentaluae.com/
Medical Center Dubai,04 355 5308,3555308، 971 شارع جميرة,#
Bissan Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 374 3388,"Office 1103, Tameem House, Tecom، POBOX 392488 - Dubai",https://bissandentalcenter.com/
"Joy Dental Clinic, Dr",04 397 9522,Al Attar Center - Al Karama - Dubai,#
Dr. Mohannad Dental Clinic,04 289 9441,Nadd Al HamarDubai Festival City - Dubai,#
Dr. Joy Pediatric & Orthodontic CenterWebsiteDirections           Saved (0) Saved Save     ,04 346 8333,Villa No 1041 - Al Wasl Rd - Dubai,https://www.drjoydentalclinic.com/
Dr Shadi Alshaikh Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,056 717 1707,246A Al Wasl Rd - JumeirahJumeirah 1 - Dubai,http://www.drshadysh.com/
Dental Home LLC,04 358 7000,"Mezanine Floor, Al Ghazal Mall corner Al Wasl and - 2nd December St - Dubai",https://dentalhomellc.business.site/?m=true
Montreal International Clinic,04 344 1132,"Villa 345, Jumeirah Beach Road - Dubai",https://montrealintclinic.com/
ALZAHRAA DENTAL & ORTHODONTIC CLINIC,052 118 7766,25 Al Maktoum Rd - Deira - Dubai,https://www.kabayan.ae/businesses/al-zahraa-dental-orthodontic-clinic/
Jumeira Beach Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 349 9433,Villa # 110 Jumeirah St - JumeirahJumeirah 1 - Dubai,http://www.jumeirabeachdental.com/
Magic Style Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,04 243 6366,Fifty One Tower - 803 - Dubai,http://www.magicstyledc.com/
Dr. Hibah Shata Specialized Dental Clinic,04 295 9790,"505, Al Whadha building, Above Bin Sina Pharmacy Opposite Commercial Bank of Road - Deira - Dubai",http://drhibahdentalclinic.com/
Al Garhoud Private Hospital Clinic Shorooq | Skin Specialist In Dubai | Best Dental Clinic In DubaiDirections           Saved (0) Saved Save     ,04 243 2180,"Shorooq Drive, Shorooq, Gate 2, Community Center , First Floor - Dubai",#
Davinci Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,02 222 2616,"Marina Office Park,Villa # A 27 18 Marina Village,Near Marina Mall - Abu Dhabi",http://www.davincidental.ae/
Pearl Medical ClinicWebsiteDirections           Saved (0) Saved Save     ,04 224 9481,"1st floor, Jesco Supermarket Building - 18th St - DeiraAl Rigga - Dubai",http://www.pearlclinicdubai.com/
The Clinic DIFCWebsiteDirections           Saved (0) Saved Save     ,04 323 0900,Gate Village 07 - Dubai,http://www.theclinic.ae/
Sara Dental ClinicDirections           Saved (0) Saved Save     ,06 553 5717,"al wahda street,near KingFaisal bridge andEmax Behind Capitol Tower,Above Mosaic Gallery,Flat No.304 - Sharjah",#
Al Mariffa Medical CentreWebsiteDirections           Saved (0) Saved Save     ,04 252 2133,"New Port Saeed Building (Al Sarkal), Flat 1006, Deira - Dubai",http://www.almariffamc.com/
Dr. Rocco's Specialized Dental CenterWebsiteDirections           Saved (0) Saved Save     ,02 633 2900,Zayed 1st Street (Electra Road) - Al HisnW4 - Abu Dhabi,http://drroccodental.com/
Magnum Gulf Medical CenterWebsiteDirections           Saved (0) Saved Save     ,054 336 3340,SIT Tower - Magnum Gulf Medical Center 201-216 - Dubai,https://magnumclinic.ae/
Dr. Jacks Dental Clinic,04 227 7588,Baniyas Complex bld. Wasl Bld - 1a Al Maktoum Rd - Deira - Dubai,http://www.drjackdental.com/
Bay Avenue Dental Centre,04 277 0247,Business Bay - Dubai,http://www.bayavenuedentalcentre.com/
Dental Experts CenterWebsiteDirections           Saved (0) Saved Save     ,02 681 0060,"Das Tower - Khalidiyah Area, Al Bateen Street - 20th Floor - Abu Dhabi",http://www.dentexp.com/
German Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 449 5335,"DMCC، HDS Business Centre - Floor No:1, Unit No:106 - Cluster M - Dubai",http://gdc.me/
Veneto ClinicWebsiteDirections           Saved (0) Saved Save     ,058 950 2469,Building No. 40 26th St - Umm Hurair 2Dubai Healthcare City - Dubai,https://www.venetoclinic.com/
Maher Medical Centre - Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,02 666 3588,W Corniche Rd - Al KhalidiyahW8 - Abu Dhabi,http://www.mahermedicalcenter.com/
Hikma Medical Center - Dental (Mushrif)WebsiteDirections           Saved (0) Saved Save     ,02 447 4400,Al Khaleej Al Arabi St - Al Mushrif - Abu Dhabi,http://www.hikmamedical.com/
7DMC Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,04 243 4777,"Clinic 4, Diamond Business Centre A, 1st Floor Arjan Exit Road, Next to Miracle Garden, Arjan - Dubai",https://7dmc.ae/medical-services/dentistry/
Drs. Nicolas & Asp - Jumeirah - Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,04 394 7777,8 Al Khwaher St - JumeirahJumeirah 3 - Dubai,http://www.nicolasandasp.com/
Al Badia Dental ClinicDirections           Saved (0) Saved Save     ,04 283 0777,Bin Sougat Building - Nad Al Hamar Rd - Dubai,#
Smile Bay Dental CafeDirections           Saved (0) Saved Save     ,04 330 5553,2210The Citadel Tower - Marasi Dr - Dubai,#
McBody Clinic – Best Cosmetic/ Plastic Surgery || Dental Clinic || Weight loss || Bariatric Surgery || Dietitian & MoreWebsiteDirections           Saved (0) Saved Save     ,04 385 5552,Al Wasl St. Opposite Jumeireh Post Office villa 412 - Dubai,https://www.mcbodyclinic.com/
Dubai Smile Al ain Br ابتسامة دبي في العين,03 763 4445,"خلف الجيمي مول - Al Ain, Hamdan BZ street Behind Jimi Mall العين - Hamdan Bin Zayed Al Awwal St - Abu Dhabi",http://www.dubaismile.com/
Nagem Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 456 4090,"CBD, E 05, SHOP 01, Opposite SUB WAY - Dubai",https://www.nagemclinic.com/
Dubai Smile Dental Clinic | Abu Dhabi | عيادة ابتسامة دبي,02 665 0555,Delma St - Al Nahyan - Abu Dhabi,http://www.dubaismile.com/
Bright Smile CenterWebsiteDirections           Saved (0) Saved Save     ,04 344 9675,"Al shafar Building 7 - Apartment 105, First Floor - Al Wasl Rd - Dubai",http://www.brightsmile.ae/
Maral Dental Center,04 250 2011,Deira - Dubai,#
BE YOU CLINICWebsiteDirections           Saved (0) Saved Save     ,04 607 6700,Rasis business center - Dubai,http://www.beyouclinic.ae/
Dentacare Centre - Muroor (عيادة الأسنان مركز دنتكير)WebsiteDirections           Saved (0) Saved Save     ,02 443 2525,"Al Murjan Tower - Mezzanine Floor,Office.9 - 31st - 31st St - Abu Dhabi",http://www.dentacarecentre.com/
AL TAEF EAST MEDICAL CENTRE,04 333 4418,Ras Al Khor Rd - Ras Al Khor Industrial Area - Dubai,#
Bella Vita Dental Clinic | مركز بيلا فيتا لطب وتقويم الأسنانWebsiteDirections           Saved (0) Saved Save     ,052 665 5963,"Al Khawaneej Street, #Mirdif 35 Mall. 2nd floor - Dubai",http://www.bellavitaclinic.ae/
Kamilia PolyclinicWebsiteDirections           Saved (0) Saved Save     ,050 160 0361,"Office 909, Damac Executive Heights Building Barsha, Tecom - Dubai",https://kamiliapolyclinic.ae/
Thomas Dental CentreWebsiteDirections           Saved (0) Saved Save     ,02 641 4400,"M01, Above Shaam Marble & Natural Stone,s Al Falah Street, Opp. to Citibank Next to ADNOC Petrol Pump - Abu Dhabi",http://www.thomasdentalcentre.com/
MAG ClinicWebsiteDirections           Saved (0) Saved Save     ,04 379 4444,"3 rd Floor API Business Suite, Al Barsha 1 - Sheikh Zayed Rd - Dubai",http://www.magclinic.ae/
Al Bahri Dental and Orthodontic CenterWebsiteDirections           Saved (0) Saved Save     ,03 764 3273,Next to the Arab Bank - Zayed Bin Sultan St - Central District - Abu Dhabi,http://albahridental.com/index.php/en/
Rona Rabah Dental ClinicWebsiteDirections           Saved (0) Saved Save     ,04 558 6998,"Suite 111 105, 1st Floor, Burlington Tower, 1c - Dubai",http://www.ronadentalclinic.com/
Vida ClinicsWebsiteDirections           Saved (0) Saved Save     ,04 325 2525,"39B, M floor, Al Rais Shopping Center - Al Rolla Rd - Bur Dubai - Dubai",http://vida-clinics.com/
Smilecare Medical CenterWebsiteDirections           Saved (0) Saved Save     ,06 577 5262,"Flat no 801, First tower - Al Majaz 3 - Sharjah",https://www.smilecaredubai.com/
AlSham Medical Center (Dental Clinics)Directions           Saved (0) Saved Save     ,06 567 8977,206 Robot Park Tower - Al Khan St - Al Qasba - Sharjah,#
New Al Shefa Clinic - Best Ophthalmologist Dubai - Eye Specialist - Dental Implants Dubai - Laser Hair RemovalWebsiteDirections           Saved (0) Saved Save     ,04 394 2211,"8B street,, Villa 2, Jumeirah Beach Road, - Dubai",http://www.shefapolyclinic.com/
Gentle Dental and Medical Care CenterWebsiteDirections           Saved (0) Saved Save     ,02 676 4642,"Villa No. 6,Junction of Delma and - 32nd St - Abu Dhabi",http://www.gdcabudhabi.ae/
Choufani Dental PolyclinicWebsiteDirections           Saved (0) Saved Save     ,03 722 9005,"Al Ain, Al Muwaiji, M-Floor - Khalifa Bin Zayed St - Abu Dhabi",http://www.choufanidental.com/
Happiness Dental ClinicDirections           Saved (0) Saved Save     ,04 334 4065,Jumeirah St - Umm SuqeimUmm Suqeim 3 - Dubai,#
Emirates Royal Orthodontic & Cosmetic Dentistry Center,02 666 4544,Al Markaziyah WestW2 - Abu Dhabi,https://royaldental.ae/
Abu Dhabi Dental Center مركز أبوظبي لطب الأسنانWebsiteDirections           Saved (0) Saved Save     ,800 50,Madinat Zayed - Abu Dhabi,https://www.seha.ae/
University Dental Hospital SharjahWebsiteDirections           Saved (0) Saved Save     ,06 505 7666,University Of Sharjah - University City Rd - Sharjah,http://www.sharjah.ac.ae/ar/academics/Colleges/dentistry/udhs/Pages/default.aspx
Dentaline Clinic,04 227 7718,Al Rigga Rd - Deira - Dubai,#
Dr. Omar Aldaoudi - Specialist ProsthodontistDirections           Saved (0) Saved Save     ,04 519 3700,Villa 16 | - 1194 Al Wasl Rd - Umm Suqeim 2 - Dubai,#
Dubai Star PolyclinicWebsiteDirections           Saved (0) Saved Save     ,04 284 4242,Arabian Center mall - Dubai,http://www.dubaistarclinic.ae/
Dr.Al Jundi Orthodontic & Dental CentreWebsiteDirections           Saved (0) Saved Save     ,02 666 5357,Al Karamah St - Al Manhal - Abu Dhabi,http://www.draljundi.com/
GMCClinics TecomWebsiteDirections           Saved (0) Saved Save     ,04 567 6888,"Tameem House, Tecom 3rd Floor, Suite 301 - شارع الحصة - Dubai",http://www.gmcclinics.com/
Dubai Smile Dental Clinic,02 665 0555,"شارع دلما مقابل معسكر ال نهيان , أبو ظبي",http://www.dubaismile.com/branches/abu-dhabi/
"Kings Medical Center (Dental, Dermatology, Laser Hair Removal)WebsiteDirections           Saved (0) Saved Save     ",04 255 2020,Business Center - Al Rigga Rd - Deira - Dubai,https://kingsmedicalcenter.ae/
Tajmeel Dental CenterWebsiteDirections           Saved (0) Saved Save     ,02 610 7878,Al Karamah Street - Al Rawdah - Abu Dhabi,https://www.tajmeel.ae/al-karamah
GMCClinics - Green CommunityWebsiteDirections           Saved (0) Saved Save     ,04 393 2983,"1st Floor, The Market Shopping Centre، Green Community, DIP - Dubai",http://www.gmcclinics.com/
American Excellence Medical and Dental CenterWebsiteDirections           Saved (0) Saved Save     ,04 395 5113,D94 Villa 491C - Dubai,http://aemdc.com/
Dr. Roze & Associates ClinicsWebsiteDirections           Saved (0) Saved Save     ,04 385 8081,Marble Walk Gate 5 - DIFC - Dubai,http://www.drroze.com/
"IMC Medical Center | IMC Clinic Albarsha, DubaiWebsiteDirections           Saved (0) Saved Save     ",04 332 0007,"Al Barsha Mall, Shop-F43 Gate 1, Level-1 - Dubai",http://www.imcmedical.ae/
iCARE Clinic - Oasis CentreWebsiteDirections           Saved (0) Saved Save     ,800 42273,"Level 2, Oasis Centre, Shopping Mall, Sheikh Zayed Road - Dubai",http://www.icare-clinics.com/
Dr. Ihab William Dentist,050 150 9211,Dubai,http://www.dwdc.ae/
Basmat Al Bayan Medical CenterWebsiteDirections           Saved (0) Saved Save     ,04 343 4701,Jumeirah St - JumeirahJumeirah 1 - Dubai,http://www.albayanmc.net/
Medicentres MotorcityWebsiteDirections           Saved (0) Saved Save     ,04 429 8888,"Main Motor City Retail Area, Near Spinneys Supermarket - Dubai",http://www.medicentres.ae/
Dr. Rasool Healthcare Centre,04 223 3304,18A Al Maktoum Rd - DeiraAl Rigga - Dubai,#
King's College Hospital DubaiWebsiteDirections           Saved (0) Saved Save     ,04 247 7777,East Exit - Alkhail Street - Al Marabea' St - Dubai Hills - Dubai,https://kingscollegehospitaldubai.com/
Noor Al Wasl ClinicWebsiteDirections           Saved (0) Saved Save     ,04 395 3900,Villa 877 Al Wasl Rd - Al SafaAl Safa 2 - Dubai,http://www.nooralwaslclinic.com/
"Marina Medical Center, Dubai Marina ClinicsWebsiteDirections           Saved (0) Saved Save     ",04 399 9939,Botanica Tower - King Salman Bin Abdulaziz Al Saud St - Dubai Marina - Dubai,http://mmcdubai.ae/
Queens Medical CenterWebsiteDirections           Saved (0) Saved Save     ,04 353 3101,48 Al Diyafah Street - Al Bada'a - Dubai,https://www.queensmedicalcenter.ae/
Dr Sameer H Shaikh orthodontist,052 212 8880,"Suite M06, Bin Thani Building, Above NBAD Bank and Prime Medical Center، Near Bur Juman Mall, Shaikh Khalifa Bin Zayed Road, Umm Hurair 1، Bur Dubai - Dubai",http://www.mydubaidentist.com/
"Bella Medical Centre - Invisalign in Abu Dhabi, Dental & Dermatology Clinic.WebsiteDirections           Saved (0) Saved Save     ",02 666 3676,Villa # 15 Marfa Al Bateen St - Al Bateen - Abu Dhabi,https://bellamedicalcentre.com/
New Al Shefa Clinic - Cosmetic Dermatologist Dubai - Laser Hair RemovalWebsiteDirections           Saved (0) Saved Save     ,04 345 3399,Villa No. 287A ; Junction of 57th Street; Al Wasl Road ; opposite falcon centre - Dubai,https://www.shefapolyclinic.ae/
Masters Dental and Aesthetic Center,02 444 8433,Zone 1Ministries Complex - Abu Dhabi,http://www.mastersdental.ae/
DrKamkar clinicWebsiteDirections           Saved (0) Saved Save     ,056 526 4659,"Shop R6, Uptown Mirdif - Algeria St - Dubai",http://drkamkar.com/
New Al Shefa Clinic JLT - Aesthetic Plastic Surgery Dubai - Cosmetic Surgery - Laser Hair Removal DubaiWebsiteDirections           Saved (0) Saved Save     ,04 362 4247,JLT - Cluster M - HDS Business Center - 17th Floor - Full Floor - Dubai,http://www.shefapolyclinic.ae/
Dr. Sai Ganesh Medical Center - DeiraWebsiteDirections           Saved (0) Saved Save     ,04 256 0866,"suite 203, sapphire tower - 5 13A St - Dubai",http://www.saiganeshclinic.com/
Dr. Maen AburasWebsiteDirections           Saved (0) Saved Save     ,04 395 2131,Villa 833/A - Al Wasl Rd - Dubai,http://aburas.ae/
GMCClinics - Jumeirah MedicalWebsiteDirections           Saved (0) Saved Save     ,04 349 4880,"1st Floor Magrudy's Centre، Jumeirah Road,Jumeirah 1 - Dubai",http://www.gmcclinics.com/
Medical Specialists CentreWebsiteDirections           Saved (0) Saved Save     ,04 345 4040,"Al Mina Road, Next to Capital Hotel Dubai Real Estate Center. First Floor 101 - Dubai",https://msc-dubai.com/
Ugarit Dental CenterWebsiteDirections           Saved (0) Saved Save     ,06 533 5055,Al Buhaira Building - 307 Corniche St - Al MajazAl Majaz 1 - Sharjah,http://ugaritdentalcenter.com/
iCARE ClinicWebsiteDirections           Saved (0) Saved Save     ,800 42273,Unit No. R # 37 Uptown Mirdiff Mall - Dubai,http://www.icare-clinics.com/
Somerset Clinic DubaiWebsiteDirections           Saved (0) Saved Save     ,04 361 2404,"G7, Building 47, Ground Floor - Dubai Healthcare City - Dubai",https://www.somersetclinic.ae/
The Perio ClinicWebsiteDirections           Saved (0) Saved Save     ,04 442 8515,"Unit 2021, Al Razi Medical Complex Building 64 - Dubai",https://perio.ae/
Dr. Anju,04 343 5424,"Office #803, 8th Floor , Millennium Plaza Hotel 56 Sheikh Zayed Road Emirates tower exit no - 2 - Dubai",https://clovedentaldubai.com/our-team/
uniCare Medical Centre | Top medical centre in Dubai - Mankhool BranchDirections           Saved (0) Saved Save     ,04 352 9292,"Villa 172, Mankhool Road، G Floor, 25503, Al Hudaiba - 322, Bur Dubai - Dubai",#
New Bhatia Medical Centre I Best Pediatric Dentist in SharjahWebsiteDirections           Saved (0) Saved Save     ,06 524 2550,"Golden Tower - Corniche St 9th Floor, Office 904 - Sharjah",https://www.drshwetabhatia.com/
Snö Clinics,02 493 6700,"Plaza 30, Villa 4 - Mireekh St - Khalifa CitySE42 - Abu Dhabi",#
32 Smiles Dental CenterWebsiteDirections           Saved (0) Saved Save     ,02 445 4666,Al Meel St - Al Nahyan - Abu Dhabi,http://www.32smilesuae.com/
Al Ain Dental Center- مركز العين لطب الأسنانWebsiteDirections           Saved (0) Saved Save     ,800 50,"Tawam Dental Center 24.23277,55.72954 - Al Ain",http://www.seha.ae/
CITY MEDICAL CENTREWebsiteDirections           Saved (0) Saved Save     ,04 283 1611,Arcade Building - Garhoud - Dubai,https://www.fidoc.com/dubai/clinic/city-medical-center-garhoud
Magnum Family Medical Center,054 336 3340,"Beside CART super market - Arcadia tower Shop 2, JVC - Dubai",http://magnumclinic.ae/
Dr. Roaa TalalWebsiteDirections           Saved (0) Saved Save     ,04 243 4777,Near Miracle Garden - Arjan Exit Rd - Arjan-Dubailand - Dubai,https://7dmc.ae/
Al Mansoor Medical CenterDirections           Saved (0) Saved Save     ,04 355 4040,"Al Mussalla Road, 101 moosa building - Dubai",#
HMC Medical CenterWebsiteDirections           Saved (0) Saved Save     ,04 566 8336,"G03, Detroit House - Dubai",https://hmcmedicalcenter.com/
MyPediaClinicWebsiteDirections           Saved (0) Saved Save     ,055 931 1752,Al Razi Building No 64 Block B First Floor Unit 1011 Dubai Health Care City - Dubai,http://www.mypediaclinic.com/
Dr Abdulla's Clinic,054 598 1431,Muhaisnah - Dubai,http://www.drabdullasclinic.com/
Healers Medical Center LLCWebsiteDirections           Saved (0) Saved Save     ,06 553 9851,"Flat no. 101+106, Thuraya tower, Near Viva Supermarket - Sharjah",http://www.healersmedical.com/
7 Dimensions Medical Centre (Seven Dimensions)WebsiteDirections           Saved (0) Saved Save     ,050 137 7000,Diamond Business Centre - Floor #1 Near Miracle Garden - أرجان دبيAl Barsha 3 - Dubai,http://7dmc.ae/
Al Dhafra Dental Center - مركز الظفرة لطب الاسنانWebsiteDirections           Saved (0) Saved Save     ,800 50,Al Dhafra - Abu Dhabi,http://www.seha.ae/
Globehealth General ClinicWebsiteDirections           Saved (0) Saved Save     ,04 346 4180,"Flat # 111, First Floor, Emirates Islamic Bank Building - 2nd December St - Al Satwa - Dubai",http://www.globehealthclinic.com/
ToothsmithsWebsiteDirections           Saved (0) Saved Save     ,055 397 8923,"Suite MO6, Bin Thani Building، Above NBAD Bank and Prime Medical Center, Nr Bur Juman Mall, Umm Hurair 1 - Dubai",http://mydubaidentist.com/
Glow Medical And Dental Centre -tecom,04 456 4889,Al SufouhAl Sufouh 2 - Dubai,http://www.glowmedicals.com/
Mediclinic Al Madar,03 762 8899,"Zayed Al Awwal St. Near Hazza Bin Zayed Stadium, Al Ain - Abu Dhabi",http://www.mediclinic.ae/PageContent.aspx?pageid=6919&groupid=10
Icon Clinic - Abu DhabiWebsiteDirections           Saved (0) Saved Save     ,050 120 4012,"Plaza 30 Building, 9-B Ground Floor - 80 Al Meel St - Al Nahyan - Abu Dhabi",https://www.iconclinic.ae/
Wellbeing Medical CentreWebsiteDirections           Saved (0) Saved Save     ,04 348 4406,1146 Al Wasl Rd - Umm SuqeimUmm Suqeim 2 - Dubai,http://www.wellbeingmedicalcentre.com/
Mediclinic Dubai Mall,04 449 5111,Financial Center Rd - Downtown Dubai - Dubai,https://www.mediclinic.ae/en/dubai-mall/home.html
Roya Medical CenterWebsiteDirections           Saved (0) Saved Save     ,04 345 5251,1 D92 - JumeirahJumeirah 1 - Dubai,http://royamedicalcenter.com/
SEHA Clinic - Khalifa City,800 50,Khalifa CitySector 12 - Abu Dhabi,http://www.seha.ae/
Med Art Clinic Day Surgery Center Dubai BranchWebsiteDirections           Saved (0) Saved Save     ,800 633278,Third - Villa 823 Jumeirah St - Umm SuqeimUmm Suqeim 3 - Dubai,https://www.medartclinics.com/
Royal European Polyclinic - العيادة الملكية الأوروبيةWebsiteDirections           Saved (0) Saved Save     ,04 341 5005,969 Al Wasl Road J3 Mall First Floor - Dubai,http://repcdubai.com/
Midac Medical CenterWebsiteDirections           Saved (0) Saved Save     ,04 285 7333,12th St - Al Rashidiya - Dubai,http://www.midacdubai.com/
uniCare Medical Centre | Best Doctors Dubai | Top Medical Centre In DubaiWebsiteDirections           Saved (0) Saved Save     ,04 352 9292,"North Wing, BurJuman Centre Sheik Khalifa Bin Zayed Road Ground Floor Opp Metro Exit 3 - Dubai",https://www.unicaredubai.com/
TruCare ClinicsWebsiteDirections           Saved (0) Saved Save     ,04 347 5336,"G floor,Ajyal building,al barsha 1 - Dubai",http://www.trucareclinics.ae/
Al Marfa Al Ahli Medical Centre,02 883 3638,Al Marfa - Abu Dhabi,https://ahaliagroup.com/ahh/
Mediclinic City Hospital,800 1999,Building 37 - 26th St - Umm Hurair 2Dubai Healthcare City - Dubai,http://www.mediclinic.ae/
Euromed Clinic DubaiWebsiteDirections           Saved (0) Saved Save     ,04 394 5422,Villa 611 - Jumeirah Beach Road - Umm Suqeim 1 - Dubai,https://www.euromedclinicdubai.com/
Dr Sunny Medical Centre- SharjahWebsiteDirections           Saved (0) Saved Save     ,06 566 8966,Villa 205 Sheikh Zayed St - Halwan SuburbSamnan - Sharjah,https://www.drsunnyclinic.com/
Harley Street Medical CentreWebsiteDirections           Saved (0) Saved Save     ,02 613 3999,"Villa No. A17, A18, A19, A20, A21, A22 and A23 Marina Ring Road - Abu Dhabi",https://www.hsmc.ae/
KindCare Medical CenterWebsiteDirections           Saved (0) Saved Save     ,04 338 8588,Jumeirah St - Umm SuqeimJumeirah 3 - Dubai,https://www.kindcare.ae/
